customer_id,customer_name,email,region,signup_date
467,Stephanie Ferguson,hstokes@example.org,East,2025-05-12
468,Michael Gonzalez,tonyavega@example.org,West,2024-01-18
469,Elizabeth Molina,howardshaun@example.net,East,2025-08-10
470,Sharon Newton,yyoung@example.net,West,2025-08-30
471,Tammy Hughes,tammy00@example.net,Central,2024-07-20
472,Priscilla Berg,rhondabush@example.net,North,2024-06-24
473,Nancy Gonzalez,kellythompson@example.net,Central,2024-09-14
474,Nancy Wilson,pattersonangela@example.org,East,2024-02-22
475,Abigail Owens,billmcfarland@example.net,North,2024-04-22
476,Lisa Stanley,jtyler@example.com,West,2024-02-05
477,Kelly Krueger,hartmanerik@example.net,East,2024-02-21
478,DANIEL LEWIS,mark43@example.net,Central,2025-01-10
479,Samantha Zavala MD,sean99@example.org,North,2025-01-06
480,Erica Moon,cruzamber@example.com,South,2025-11-02
481,PATRICIA ROBERTSON,stucker@example.net,West,2024-01-18
482,Tiffany Jackson,simsjason@example.net,East,2024-05-14
483,JESSICA GARCIA,elucas@example.net,North,2025-06-25
484,Mitchell Johnson,brownlaura@example.net,Central,2025-04-25
485,Susan Russell,bmccoy@example.com,Central,2024-02-19
486,Kimberly May,avilabrenda@example.net,South,2024-01-12
487,Jonathan Roberts,catherine47@example.com,North,2025-08-16
488,Kara Ferguson,julierobles@example.net,South,2024-10-03
489,Elizabeth Eaton,susan08@example.net,West,2024-07-25
490,KENNETH LONG,torreskaitlin@example.net,South,2024-04-08
491,Matthew Hunt,jackjensen@example.com,North,2024-08-28
492,Robert Phelps,enewman@example.com,East,2024-05-16
493,  Craig Carpenter  ,michael31@example.com,East,2025-04-15
494,EMILY HAYES,heather29@example.net,East,2025-03-09
495,Jeffrey Smith,kristenjoseph@example.net,East,2024-09-12
496,Brandy Quinn,wford@example.com,East,2024-11-01
497,Matthew Miller,michele28@example.org,South,2024-12-06
498,Angela Jones,atkinsoncrystal@example.net,Central,2024-07-03
499,Christy Johnson,amy87@example.net,South,2025-02-09
500,Daniel Barton,dennis88@example.org,North,2025-06-26
501,Mary Charles,katherinetaylor@example.org,Central,2024-10-04
502,Mary Faulkner,ccrosby@example.org,South,2024-05-05
503,Dennis Young,aprilmoody@example.com,Central,2025-06-17
504,Anthony Hooper,dakota84@example.net,West,2024-11-24
505,Carrie Valdez,briana18@example.com,West,2024-07-03
506,Kelli Gomez,tommy79@example.org,Central,2024-09-20
507,Christopher Jones,jason22@example.com,West,2024-12-17
508,MARY PERRY,jennifer77@example.com,North,2025-02-25
509,Roy Johnson,andersonbrittany@example.org,North,2024-05-27
510,KENNETH BROWN,sandra86@example.net,North,2025-03-16
511,Sherry Luna,stacey37@example.net,West,2025-11-09
512,Carolyn Greer,laurahoover@example.org,West,2025-11-25
513,Carol Jennings,ecarlson@example.org,Central,2025-03-12
514,Alan Mills,mserrano@example.org,Central,2024-09-21
515,Linda Rich,davisdonna@example.net,North,2024-05-04
516,Todd Gregory,xboyd@example.org,Central,2025-01-12
517,Todd Olson,zbell@example.net,West,2025-05-03
518,Laura Coleman,thomas31@example.com,North,2025-09-27
519,Deanna Smith,lanedavid@example.org,North,2025-02-22
520,ROBERT ORTIZ,mooredenise@example.com,West,2024-09-19
521,  Krystal Carr  ,afischer@example.net,North,2024-07-01
522,Mr. Justin King,becky62@example.net,North,2025-07-02
523,Richard Avery,lewisrichard@example.com,Central,2024-03-24
524,Melinda Williams,aoconnell@example.org,East,2025-07-14
525,Kyle Davis,jeffrey19@example.org,Central,2025-07-30
526,Jennifer Douglas,jennifer90@example.org,Central,2025-05-22
527,Dakota Sandoval,james98@example.net,West,2025-03-24
528,MEGAN WARD,cantrellchristopher@example.com,West,2025-05-03
529,James Willis,mclaughlincasey@example.org,South,2025-06-29
530,Kristin Aguilar,sylvia43@example.net,South,2025-01-19
531,Jared Smith,richardrodriguez@example.org,West,2025-11-05
532,Bruce Palmer,nancy94@example.net,Central,2024-12-18
533,John Sanchez,susan77@example.net,East,2024-11-05
534,Mr. James Kramer,ericahall@example.com,North,2025-08-26
535,Joseph Haynes,john16@example.net,West,2024-10-15
536,Justin White,michael94@example.org,South,2025-06-08
537,Susan Porter,jimmyallen@example.com,South,2025-10-24
538,David Montgomery,kimberlywilson@example.org,North,2024-05-24
539,Lisa Duran,charlesnathan@example.com,West,2025-04-18
540,Dr. Sheila Henry,raymond92@example.org,West,2024-12-10
541,Todd Johnson,phillip27@example.org,West,2025-01-03
542,Michael Smith,nicolasgarcia@example.com,East,2025-05-03
543,Joshua Young,vmullen@example.com,West,2025-03-04
544,Jason Goodwin,melissa47@example.org,East,2024-05-08
545,Melissa Olsen,linda86@example.com,South,2025-02-03
546,Nancy Kennedy,,West,2024-05-17
547,Rachel Evans,rosshannah@example.org,Central,2024-12-27
548,Ryan Davis,jordan58@example.net,East,2024-05-30
549,Alejandro Martinez,barbarasantos@example.net,West,2025-10-14
550,Heather Nunez,champton@example.org,South,2024-05-02
551,Mark Thomas,daniellemcfarland@example.com,Central,2024-09-23
552,Sarah Jones,matthewedwards@example.net,North,2025-03-17
553,Matthew Nelson,xnorman@example.net,West,2024-07-22
554,Jennifer White,martinezjimmy@example.com,South,2025-02-14
555,Angela Jackson,,Central,2025-10-20
556,James Hubbard,garciachristine@example.org,West,2025-01-18
557,Ellen Wright,,North,2025-04-03
558,Matthew Dalton,michelle78@example.com,North,2025-08-09
559,Travis Ryan,owelch@example.net,South,2025-01-18
560,KIMBERLY STOUT,zfernandez@example.org,South,2024-10-31
561,David Torres,millskatherine@example.org,West,2024-11-05
562,Adam Weeks,xevans@example.com,South,2024-08-28
563,Rebecca Kelley,robertcastro@example.com,North,2025-07-12
564,Maria Clayton,josehenderson@example.org,North,2024-06-23
565,Lisa Benson,justin84@example.com,North,2024-12-27
566,CHAD RODRIGUEZ,rwilliamson@example.net,East,2024-05-11
567,Alec Williams,lopezcurtis@example.com,Central,2025-03-11
568,Adam Davis,snydermatthew@example.com,Central,2024-03-28
569,MR. MICHAEL JOHNSON JR.,brianrowe@example.org,East,2025-07-04
570,  Steven Wright  ,hclayton@example.net,East,2025-01-15
571,Jessica Rojas,,West,2024-06-23
572,Mrs. Melanie Collins,eric08@example.net,Central,2024-12-30
573,Mr. Isaac Williams,teresayoung@example.com,East,2024-03-26
574,Donald Wilson,albertwilliams@example.net,North,2024-08-15
575,Jacqueline Davis,vincentparks@example.com,West,2024-11-28
576,LORI BROWN DDS,martinezjesse@example.net,Central,2025-10-13
577,Renee Gonzales,andrewgray@example.net,North,2025-07-05
578,Karina Kim,amy73@example.net,South,2024-04-04
579,Nicholas Hill,caseymoore@example.com,Central,2024-05-10
580,JORDAN PARSONS,bgross@example.net,South,2025-07-27
581,CYNTHIA LE,rlee@example.com,South,2025-08-22
582,Douglas Ortiz,daniel81@example.org,North,2025-06-20
583,Shane Harris,clee@example.net,North,2025-08-07
584,John Hanson,brandon39@example.net,Central,2025-03-25
585,Christine Henry,mcdonalddanielle@example.com,Central,2024-02-19
586,Jennifer Wood,colonjoseph@example.org,West,2025-01-25
587,Angela Lewis,,Central,2025-05-29
588,Danielle Garrett,angelagrant@example.net,South,2024-05-12
589,Heather Ellis,kandrade@example.org,East,2024-03-14
590,MARY FERGUSON,umahoney@example.net,West,2025-01-19
591,Jacob Duran,umckenzie@example.net,South,2025-11-25
592,Jaime Pierce,michael77@example.com,West,2024-06-17
593,Duane Smith,victoriaturner@example.com,East,2024-01-01
594,Ethan Ingram,samantha88@example.net,West,2025-11-20
595,Andrew Kelly,josephpreston@example.org,Central,2025-10-10
596,Anna Ross,jessicacummings@example.com,South,2024-06-12
597,Melissa Johnston,larsonkevin@example.net,East,2024-05-01
598,Richard Weeks,michael66@example.org,Central,2025-07-19
599,Matthew Guzman,walterscrystal@example.org,West,2025-08-31
600,Joshua Hernandez,ericnunez@example.com,Central,2024-08-01
601,  Laura Davis  ,zroberts@example.org,West,2025-11-10
602,Kenneth Williams,zbaker@example.net,North,2024-04-02
603,Pamela Castillo,tonypearson@example.org,West,2024-10-31
604,Kelly Allen MD,kmorris@example.org,South,2025-01-27
605,Jacob Lee,brittney04@example.org,Central,2024-03-19
606,Wanda Ramos,scottglass@example.org,West,2025-11-22
607,Peter Farrell,singhjohn@example.net,Central,2024-05-19
608,Samantha Smith,torresthomas@example.com,South,2025-10-10
609,Christina Mills,ana92@example.net,North,2024-05-26
610,Kevin Alvarado,scottbrian@example.org,East,2025-05-04
611,  Amy Pena  ,jonesdonna@example.net,East,2025-07-06
612,Sharon Smith,yhall@example.net,Central,2025-08-19
613,Ethan Delacruz,lopezvincent@example.com,Central,2025-11-14
614,Amanda Nielsen,matthew62@example.org,West,2025-01-27
615,Mario Young,lisa46@example.org,North,2024-08-30
616,Courtney Peterson,fsandoval@example.net,East,2025-10-22
617,Lisa Garrett,robertberry@example.com,West,2024-09-24
618,Erin Daniels,denisecarpenter@example.net,North,2025-11-10
619,Ellen Thornton,russellstout@example.org,East,2025-07-14
620,Brooke Jones,whitemary@example.org,South,2025-04-04
621,Sheryl Gutierrez,vturner@example.net,West,2025-05-23
622,Richard Rodriguez,anthonyodom@example.net,South,2025-10-15
623,Crystal Hall,howardhailey@example.com,Central,2024-07-05
624,Julie Banks,melissahenry@example.org,North,2024-04-03
625,Jason Novak,stephanie33@example.org,North,2024-04-24
626,Victoria Camacho,dwatts@example.org,East,2024-02-16
627,Lisa Holloway,phillip99@example.net,West,2024-10-26
628,Rachel Meyer,cbryant@example.org,Central,2025-01-02
629,Nicholas Grant,leescott@example.com,West,2024-12-29
630,Christopher Phillips,vaughnrebecca@example.com,East,2025-06-25
631,Nathan Wilson,phillipmorris@example.org,East,2025-08-03
632,Michelle Harris,udavis@example.net,South,2024-05-05
633,Carly Quinn,wilsonshannon@example.com,West,2025-03-30
634,Monica Hester,nicholasjames@example.org,South,2024-02-29
635,Mary Hernandez,haroldjoseph@example.com,East,2025-09-30
636,Tonya Roberts,davidanderson@example.org,North,2024-08-03
637,Alexandria Jimenez,astephens@example.net,Central,2024-01-03
638,Kevin Alvarez,mramos@example.net,West,2025-09-09
639,Diana Fuller,brandonhernandez@example.net,Central,2024-01-05
640,Andrew Lane,mark10@example.org,East,2024-09-01
641,Michael Carr,tammycurry@example.com,Central,2024-10-18
642,Edwin Richardson,wwilkins@example.com,North,2025-10-14
643,John Martinez,mark68@example.org,East,2025-08-13
644,Ashley Blair,webbhaley@example.net,West,2025-05-02
645,Emily Fox,sara99@example.com,South,2024-07-20
646,Katherine White,jeanettekrause@example.org,East,2024-12-29
647,ROBERT MCLAUGHLIN,laurenduarte@example.com,North,2024-03-23
648,Robert Lewis,hannahking@example.org,Central,2024-02-01
649,Erica Smith,matthew99@example.org,West,2024-08-03
650,Roy Nielsen,zhendricks@example.org,South,2025-08-05
651,Mr. Steven Herrera,steven60@example.net,Central,2025-03-27
652,Emily Herrera,barbararivera@example.com,East,2024-07-28
653,Ryan Morgan,ksims@example.net,North,2024-02-16
654,Bruce Patton,janet50@example.com,North,2025-02-27
655,David Hayes DVM,aliciathompson@example.com,South,2024-10-16
656,Susan Wallace,lloydrebecca@example.org,West,2025-07-03
657,Morgan Mills,douglas18@example.net,West,2024-05-13
658,ANDREW HUGHES,smithsarah@example.net,North,2025-11-25
659,Felicia Small,meyerdonna@example.com,East,2025-08-16
660,Margaret Clark,jameshill@example.com,North,2024-01-16
661,Denise Moore,smithcindy@example.net,East,2025-06-24
662,Kirsten Nelson,audrey21@example.com,West,2024-03-12
663,Jeremy Anderson,dberger@example.org,East,2025-03-05
664,James Bush,tjensen@example.com,West,2024-09-25
665,Megan Ferguson,fbradley@example.net,North,2025-07-26
666,Michael Mckinney,oruiz@example.org,North,2024-11-23
667,Susan Myers,kristina57@example.com,West,2025-08-25
668,Gregory Murray,justinbailey@example.net,East,2024-01-22
669,Robert Robles,angela14@example.net,East,2024-03-30
670,Cynthia Sanchez,terrireyes@example.com,South,2024-11-18
671,Jessica Baird,amy32@example.net,South,2024-05-25
672,MICHELLE COPELAND,vargassteven@example.net,South,2025-04-13
673,Eric Sullivan,jenningscandace@example.com,West,2024-03-09
674,Amy Robinson,,West,2024-08-17
675,Mary Chavez,peter97@example.org,North,2025-07-20
676,Elizabeth Bauer,samantha65@example.org,East,2024-05-23
677,Kayla Abbott,bryan80@example.org,South,2025-02-11
678,Heather Callahan,youngjacqueline@example.com,Central,2025-05-07
679,Jennifer Graham,,South,2025-03-13
680,Heather Butler,whitney22@example.org,West,2025-01-23
681,NATHAN TUCKER,iproctor@example.org,North,2024-02-20
682,Shannon English,dhanson@example.net,East,2024-04-06
683,Janice Perez,kjacobs@example.com,South,2024-10-23
684,Jonathan Jenkins,arthur09@example.com,North,2025-08-15
685,John Vaughn,jessicafox@example.com,Central,2025-05-08
686,Steve Davis,qmccoy@example.net,North,2024-11-21
687,Rebecca Edwards,bergeramanda@example.org,West,2024-02-24
688,Julie Gross,zgomez@example.com,Central,2024-11-24
689,THOMAS CURRY,bryan79@example.org,East,2024-07-21
690,Dorothy Mclaughlin,mitchellchristopher@example.net,East,2025-02-05
691,Darlene Gilbert,michaela01@example.net,North,2024-02-23
692,BRITTANY GRIFFIN,,North,2024-05-02
693,Amanda Riggs,caitlinunderwood@example.com,East,2024-05-06
694,James Guerrero,jasonnavarro@example.com,West,2025-06-10
695,Robert Williams,tross@example.com,East,2024-02-08
696,KIM JAMES,jwells@example.net,South,2025-06-06
697,Timothy Cole,suzanne01@example.net,North,2025-09-01
698,Jessica Hull,matthew41@example.com,South,2025-03-22
699,RAYMOND CURRY,aprilbyrd@example.org,West,2025-04-03
700,ADAM JONES,gdavis@example.net,South,2024-08-07
701,Douglas Lee,harveybrian@example.net,South,2024-11-08
702,Tiffany Little,millercassandra@example.com,East,2025-04-04
703,Kylie Coffey,dominguezjon@example.com,East,2025-04-04
704,Jesse Carney,qschwartz@example.com,East,2025-04-07
705,Destiny Brown,dcook@example.com,Central,2024-06-29
706,Jeremiah Vasquez,chelseywhite@example.com,North,2025-10-30
707,Jessica Mendez,gainesjennifer@example.org,East,2024-03-16
708,Nicholas Waters,mosleyeduardo@example.net,North,2024-01-25
709,  James Hernandez  ,rebecca90@example.net,North,2024-01-01
710,Karen Powell,fernandezaaron@example.net,South,2025-05-10
711,  Mr. Timothy Howard  ,richard15@example.net,West,2025-07-26
712,Ryan Hodges,deborah28@example.org,East,2025-08-20
713,ELIZABETH PRICE,mccoymichael@example.org,Central,2025-11-08
714,COLLIN JOHNSON,cortezbrittany@example.com,Central,2025-09-11
715,Maria Porter,blevy@example.org,West,2024-09-29
716,Nathan Sullivan,lindsaycontreras@example.com,North,2024-08-25
717,KIMBERLY FIGUEROA,sandyjohnson@example.org,Central,2025-10-20
718,Terry Montgomery,jacquelineanderson@example.org,East,2024-12-08
719,Samantha Davis,marybrown@example.org,South,2025-03-18
720,Lisa Brown,ronaldcain@example.net,South,2024-03-20
721,William Johnston,,East,2025-04-19
722,  Gabriela Martinez  ,katherinejackson@example.com,East,2025-06-18
723,Timothy Williams,,East,2025-01-22
724,John Smith,saramann@example.net,West,2025-06-28
725,Robert Barton,jamiebowman@example.net,East,2025-09-12
726,Christopher Holt,jennifersalazar@example.org,Central,2024-11-11
727,Hannah Smith,jamesdowns@example.org,North,2025-03-15
728,Victoria Romero,qtownsend@example.org,West,2025-03-09
729,Robert Jennings,kjimenez@example.net,South,2024-07-12
730,Jackson Clark,matthew70@example.org,West,2025-10-07
731,Casey Floyd,erobertson@example.org,East,2025-06-02
732,Erika Gonzalez,jerry15@example.org,Central,2025-05-19
733,Sheila Bennett,charlesrichards@example.org,East,2024-03-09
734,Timothy Gibson,dbrooks@example.net,South,2025-09-15
735,Derrick Rogers,schwartzbrian@example.org,North,2024-05-15
736,Jason Wolf,oliviamunoz@example.net,Central,2024-03-18
737,Laura Tran,christophervincent@example.com,North,2025-10-28
738,John Ford,blairjill@example.org,North,2025-08-26
739,Daniel Pennington,robinvillanueva@example.com,North,2024-06-22
740,John Mack,simmonsphillip@example.net,Central,2025-11-17
741,David Hansen,steelerichard@example.org,South,2025-07-28
742,MATTHEW DAVIS,kcaldwell@example.net,South,2024-04-02
743,Lauren Bray,tingram@example.com,North,2024-11-17
744,Lori Padilla,daltonchad@example.net,North,2024-05-09
745,Jeffery Nelson,kristinmiller@example.com,South,2024-08-21
746,Tony Leonard,rodriguezmichael@example.net,North,2025-05-30
747,Matthew Bush,devonrogers@example.net,Central,2024-01-29
748,Todd Carpenter,karenhodges@example.com,West,2024-03-20
749,Michael Ramirez,watsonshaun@example.net,South,2024-09-03
750,Michael Gregory,shannon51@example.org,Central,2025-01-03
751,Bobby Hurst,susan11@example.org,West,2025-09-16
752,Kathleen Golden,cartertara@example.net,West,2024-07-12
753,Jason Rojas,carterbryan@example.org,Central,2025-10-14
754,Gabriella Lane,todd88@example.com,North,2025-08-07
755,Stephanie Parker,jeremy54@example.org,Central,2024-11-16
756,Tyler Montgomery,jennifermitchell@example.org,East,2024-04-13
757,Mary Hernandez,darylchaney@example.net,South,2025-08-10
758,Cody Hart,,West,2024-03-29
759,Carla Turner,sullivanvictor@example.org,South,2024-09-18
760,Brittney Cordova,deborah47@example.com,North,2025-10-25
761,Wendy Estrada,hmorgan@example.net,West,2025-11-09
762,Michael Wilson,moralesmary@example.com,South,2024-12-01
763,Lee Lee,kimberlywang@example.org,East,2024-09-07
764,JILL POWERS,daughertypreston@example.com,Central,2024-01-16
765,Terri Kerr,raymond65@example.com,West,2024-08-10
766,  Gregory Madden  ,lewispamela@example.net,North,2024-09-17
767,Donna Shaffer,achandler@example.org,North,2025-11-25
768,Briana Turner,carl96@example.org,East,2025-08-07
769,Denise Thompson,wpage@example.org,East,2024-01-05
770,Donna Henry,mary47@example.net,South,2024-05-19
771,Rick Moore,stephanie71@example.net,North,2025-06-01
772,Christopher Knox,anthonyhubbard@example.com,North,2025-04-11
773,Patrick Perkins,ooneill@example.net,West,2025-11-27
774,Barbara Hunt,brucefrancisco@example.org,South,2024-11-29
775,Michael Howard,nelsonrobert@example.com,Central,2024-04-12
776,Mark Jones,katiewhite@example.org,South,2024-02-04
777,Frank Stewart,joseph51@example.net,South,2025-02-23
778,Alexandria Holmes,kimberly65@example.org,West,2025-02-10
779,Daniel Lopez,butlersabrina@example.org,South,2024-03-12
780,Karen Collins,don79@example.net,South,2025-07-27
781,Michael Johnson,walkermelissa@example.org,East,2025-06-18
782,Daniel Zavala,yvazquez@example.org,South,2025-04-26
783,Nicole Williams,johnsondonna@example.net,East,2024-02-24
784,David Jones,websterkimberly@example.net,North,2024-02-11
785,Cathy Bell,thomasjulie@example.com,North,2024-05-23
786,Christopher Mason,williamjones@example.net,West,2025-10-26
787,Michelle Brandt,rachelmedina@example.net,North,2025-06-18
788,Jonathan Zimmerman,helen27@example.net,South,2024-03-10
789,HENRY GRAY,willierussell@example.com,East,2025-11-01
790,Chad Farmer,,East,2024-03-27
791,Jesus Fitzgerald,aperez@example.com,Central,2024-12-11
792,Scott Jacobson,xcrosby@example.org,Central,2025-11-20
793,Megan Sanders,wilsonralph@example.net,South,2024-01-09
794,Timothy Levine,coxjames@example.org,East,2025-02-17
795,Barbara Massey DDS,kathy99@example.com,Central,2025-02-20
796,Terri Kelly,garcher@example.com,North,2025-06-13
797,Bryan Burns,courtneytaylor@example.org,North,2024-04-13
798,Kathleen Johnson,patrickshelton@example.org,Central,2025-05-31
799,PAIGE GUERRERO,msparks@example.com,East,2024-07-30
800,Dennis Cooper PhD,cisnerosanthony@example.com,West,2025-04-08
9,Margaret Hawkins DDS,perezantonio@example.com,West,2024-09-22
511,Sherry Luna,stacey37@example.net,West,2025-11-09
176,RAVEN TAYLOR,samantha72@example.net,Central,2025-08-10
736,Jason Wolf,oliviamunoz@example.net,Central,2024-03-18
243,Melanie Larson,foxallison@example.com,South,2025-07-31
765,Terri Kerr,raymond65@example.com,West,2024-08-10
541,Todd Johnson,phillip27@example.org,West,2025-01-03
431,Rodney Evans,stephen89@example.net,West,2025-02-16
85,Justin Butler,kimberlyjames@example.com,South,2024-02-29
643,John Martinez,mark68@example.org,East,2025-08-13
256,Erica Turner,valerieboyd@example.com,Central,2025-02-22
112,Julie Roberts,charleslandry@example.net,West,2025-04-11
290,Travis Cook,vbrock@example.com,East,2024-03-15
350,Amanda Pratt,pwalker@example.com,West,2024-05-05
704,Jesse Carney,qschwartz@example.com,East,2025-04-07
